id,UserName,Review,Score,Date,Bank
1638,Mandaong,Easy to use and good rate,5,4/2/2024 4:21,Wise
1639,LilahLala,Loving the app,5,3/2/2024 8:57,Wise
1640,rui04,helpful app,5,31/1/2024 5:18,Wise
1641,night rider 7073,Good currency exchange platform. User friendly and awesome,5,30/1/2024 6:24,Wise
1642,Wise everywhere,Well developed and user friendly app. Great exchange rates for both transfer and Visa pay,4,29/1/2024 13:02,Wise
1643,MyReview4U200,I have been using Wise for many years but it keeps getting worse. The wise app allows you to create up to 3 transfers but when you transfer money with higher rate wise is not happy with that and wise restricts the account blaming that we are engaged in currency trading even though you send money to your own overseas account.,1,29/1/2024 5:53,Wise
1644,Moneyoney,Wise —.  It is the best apps for transfer money to other countries. Fast and easy. Loves this wise. My family across the causeway get help fast,5,29/1/2024 2:14,Wise
1645,Smallb86,"Start using Wise since 5 years ago. The apps & platform is very user friendly, oversea transaction done & received in seconds, debit card can be freeze & unfreeze in seconds, currency exchange rate is always at top. Hope Wise can get better with more user supports",5,28/1/2024 2:44,Wise
1646,Tmcching,"Fastest 
Best 
Secured platform",5,26/1/2024 14:18,Wise
1647,Sebb8887,the process was seamless with less service charge.,5,25/1/2024 17:23,Wise
1648,Eric Yong CT,"After using this apps for my money transfer, I can confidently share that the rates and charges here are reasonable. Recipients get their money fast too!",5,24/1/2024 1:23,Wise
1649,Anny wise,Fast transfer and good rate. Love it. Will support any time again.,5,23/1/2024 13:07,Wise
1650,bryan&aaren,Fast and high rate,5,23/1/2024 7:38,Wise
1651,milkytaes,"my account got deactivated randomly and when i asked customer service for assistance, they said they will take 20 days to reply? i have money inside my account and i will be travelling soon, what am i supposed to do?",1,23/1/2024 1:08,Wise
1652,picture manipulator,"after i made sgd deposit into the wise account, i received MYR in my malaysian account in less than 5min. Very impressive. 
However I’m not sure why PayNow deposit to Wise account didn’t work.",5,22/1/2024 15:10,Wise
1653,KIKI TEO,Good rate and faster transaction,5,18/1/2024 11:31,Wise
1654,mrgany,Conversion rate is competitive & fast service ..,5,17/1/2024 2:55,Wise
1655,Jarovh,Easy to use & fast in $ trf. Already recommended to many friends &they start to use too,5,16/1/2024 9:03,Wise
1656,Somwung2,Took me a minute or less to transfer from Spore to Thailand :thumbs_up:,5,14/1/2024 9:53,Wise
1657,chinsimkent,Given email address and password but said cannot log in. So click forget password then will email to my email address asking reset password. Given email address this morning but wait until now night time still no received any email yet. Super poor service.,1,13/1/2024 15:02,Wise
1658,S b tan,Wise transfer is count by seconds whereas other transfer is by days .,5,9/1/2024 2:21,Wise
1659,ghryn,Good exchange rates. Total game changer for travelling!,5,6/1/2024 1:28,Wise
1660,Shafiqcen,Wise set a record of keeping valued customer informed in all transactions and it turns out 99% correct in their prediction! They will challenge the way traditional bank works! Excellent service and prompt notification! Love it… 10 out of 10:thumbs_up::smiling_face_with_heart-eyes:,5,3/1/2024 6:15,Wise
1661,vthomas555,So useful. Easy to use. Ever works.,5,3/1/2024 4:09,Wise
1662,Oninsky18,"Client can no longer see the details of transaction, you can only see after payment. I experienced rate is 40.7244 with guaranteed rate but after I transferred the money, rate used is 40.5796. Remittance fee also now more expensive.",1,2/1/2024 11:23,Wise
1663,Hanny Tidore,Transfer says “today”. Why can’t you just put the proper date n time date???,3,1/1/2024 6:54,Wise
1664,Vidhi13b,Love how simple and easy to use the app it. Also makes like easy when traveling internationally.,5,31/12/2023 9:14,Wise
1665,Applemac143,Feel safe using this app,5,30/12/2023 5:07,Wise
1666,Bayu Aji N,"Since first time i joined wise, error is always happened. And my fund is still trapped indide until now without any solution. 
They requested documents but until 2 days no good result and my fund is still inside.
I won’t recommend this application to anyone.
And how come this app got 4.5 stars with this kind of service.",1,29/12/2023 11:16,Wise
1667,-1'0,Both email transfers and bank transfers are confusing processes to follow and at so as results are unpredictable,5,28/12/2023 17:20,Wise
1668,Huang Irwan,"Once receive by wise , the other did not receive although is alrdy deducted from my bank",5,28/12/2023 7:59,Wise
1669,anakjantan,Very fast tranfer,5,28/12/2023 5:33,Wise
1670,Minh Hieu111111111,"It was 10 days and my SGD$6200 still hasnt been refunded. Ridiculously, other $1 transactions have been refunded, only SGD$6200 not yet refunded, no customer service contact can be reached in Singapore, email Wise support, they repeat the same answer that will check and update me, but yet no update to be updated and my fund still hasn’t been refunded. What a joke",1,26/12/2023 9:10,Wise
1671,Deddie Sio,"This app really has been blessing to me.. made so much easier for transaction overseas, seamless and secured",5,23/12/2023 9:54,Wise
1672,SGMISHRAA,Exchange rate is not paid as promised. I will never try it again.,1,23/12/2023 6:10,Wise
1673,用户普通123482,Can keep the rate I wanted with a bit of conversion fee,5,22/12/2023 3:07,Wise
1674,Jude_10,One of the best options for sending money and personally recommend to anyone who needs to send money abroad for lesser fees with better rates,5,21/12/2023 3:13,Wise
1675,golfing stu,Transfer wise is so convenient and instant. Much better rates than banks. Thanks for helping us transfer money internationally.,5,18/12/2023 1:45,Wise
1676,Bo Htut,"Easy to top up money and use it as local as well as transfer to overseas with a good exchange rate.
Transaction fees are very transparent and transfers process is very fast too. 
Recommend to use and can manage from anywhere with trusted internet access.",5,17/12/2023 2:11,Wise
1677,kelvF,Can do a payment like scan to pay. More easier and faster.,4,15/12/2023 19:04,Wise
1678,LeonardChong,"Topup wise from credit card have charges, lousy service.",1,15/12/2023 11:59,Wise
1679,Fat and Short Man,Very fast even in overseas,5,13/12/2023 5:39,Wise
1680,Fjmanlol,remittance from singapore to colombia was received in less than a second.,5,12/12/2023 17:37,Wise
1681,galucias,Transfer and repeat transfers are super easy with great rates and multiple ways to pay for the transfers.,5,9/12/2023 14:37,Wise
1682,Noone998,Easy to use. Good rates,5,9/12/2023 5:32,Wise
1683,Daelxe,"I have registered account 6 months ago and have charged account from dbs bank by manual transfer 10 time using screens. 

Right now it’s rejected cause they need a screen with full name of the bank. And such information can be only in bank statement which takes to prepare in the next month. So it’s useless for me.",1,7/12/2023 1:12,Wise
1684,Dr Javed Singapore,The best company and app to transfer your funds anywhere in the world within seconds! Highly recommended.,5,5/12/2023 21:04,Wise
1685,Pepewaio,underlying system need more improvement. Inconsistent performance when comes to topping up of funds. Customer service is slow in replying.,4,5/12/2023 11:03,Wise
1686,Skeleton1,First time user and already finding the app convenient and user friendly.,5,4/12/2023 16:51,Wise
1687,Randy Isu,This is a really good app for send money.,5,1/12/2023 9:43,Wise
1688,lLeonl,"Easy to use, fast and safe",5,23/11/2023 13:26,Wise
1689,vt8999,Very easy to use,5,22/11/2023 3:23,Wise
1690,Nziranziza,This is a really great app especially if you are working remotely. I use it to receive and send money across the globe,5,14/11/2023 14:41,Wise
1691,mahathirhasan,and easy,5,14/11/2023 6:27,Wise
1692,VincentMoo,"Sharing my horrible experience with Wise. First, they changed my usd account without notifying me. Now, they claimed they did not receive the money sent to my old USD account and asked to wait 20 calendar days for them to investigate further! I strongly advise you NOT TO USE THEIR SERVICE! IT’S HORRIBLE! MAS and SPF need to look into this! How is this different from SCAM! Singapore Police Force",1,13/11/2023 15:21,Wise
1693,Kam1235,Best service remittance company ever!,5,13/11/2023 2:16,Wise
1694,LimKiat,TransferWise is really convenient!,5,11/11/2023 2:05,Wise
1695,Narose the Bully,Best money sending app,5,9/11/2023 7:20,Wise
1696,650511,First time add money and its smooth and immediately.,5,8/11/2023 2:07,Wise
1697,Khuntien@indo,"I used to be a big fan of Wise, but their fees have become too high and their transfer speeds have become too slow. I recently switched to another service that offers lower fees and faster transfer speeds. I would recommend that other users consider doing the same.",2,7/11/2023 21:06,Wise
1698,Injut24$,Fast service in 1 minutes can receive money already :smiling_face_with_hearts:,5,6/11/2023 8:04,Wise
1699,Bluewater Diver,Glad I made a WISE decision to send via WISE coz the rates are unbeatable,5,6/11/2023 5:15,Wise
1700,TaraiPhone12,Very easy to use,5,30/10/2023 13:44,Wise
1701,Cayman Wilson,As per above!,5,29/10/2023 14:38,Wise
1702,B19GB,Don't want to recommend this app money transfer  because the fee is charged too much. Before I transferred 2k I checked first the fee was $12 and after the transaction was complete it charged me $72. I was shock after I find out but I cannot undo my transaction because it was already done.,1,27/10/2023 0:00,Wise
1703,MsMaggieTJ,This is better than another travel money exchange rate,5,23/10/2023 12:43,Wise
1704,PNuser77,"Started out the account by making one transfer to get started and one payment for their physical card via QR codes.(No way it could have gone anywhere else) And they lost the transaction for the payment of the physical card, although the amount was debited from my bank account. Pingponged via multiple emails and submitting screenshots of proof of transfers from the bank. Finally they sent me a link to speak with a living person and still the matter has not been settled!! Won’t be using this service anymore, as it was only a small amount was lost and I can’t imagine transferring a few Gs for my upcoming holiday and them losing this money too.",1,19/10/2023 3:37,Wise
1705,QQ MUSIC King,"Transferring MYR takes up to two days, won’t be using it again",1,17/10/2023 7:32,Wise
1706,QleeJjj,"Love this apps very much specially for us have family at malaysia, send money to malaysia bank only a second and the rate is higher than most SG bank, I highly recommend it",5,11/10/2023 13:51,Wise
1707,cmfscrb,Not easy to flow and if you get it wrong there’s zero help,1,9/10/2023 12:50,Wise
1708,Allison Cyj,Good Apps,5,8/10/2023 14:09,Wise
1709,c2keong,"This money transfer company was recommended by my friend! He said it was a very good company, but for some reason it was slower than him every time I used it to transfer money! Not a little slower? It took a long time. He transferred the money within one day, but it took me a few days. Is it possible that the information there was not clear?",2,6/10/2023 16:20,Wise
1710,MacbookAir15,Very competitive rates. Transfer is instant to Vietnam. Currency wallets linked to debit card are great features similar to youtrip. If Wise card can be linked to credit cards like Amaze card this app would be perfect making Youtrip and Instarem apps obsolete.,4,6/10/2023 6:52,Wise
1711,jLsaint11,Easy to use,5,4/10/2023 12:28,Wise
1712,lili7273,Is safe n speed really fast !,5,4/10/2023 11:32,Wise
1713,thierrawat,Seemless experience using this app,5,2/10/2023 5:50,Wise
1714,Kyevku,fast money transfer,5,1/10/2023 8:24,Wise
1715,22 Sep transfer,"Before transfer, showing one exchange rate. Then transfer happened, showing low rate than show before the transfer money. Feel you are cheating.",1,28/9/2023 4:04,Wise
1716,EuzinhaIra,Wise allows us to transact globally without a problem. The app works beautifully 100% of the time.,5,27/9/2023 8:26,Wise
1717,Dicky54,Whilst in Thailand on extended vacation am Trying to set the app to send money from my Singapore bank account to a Thai bank account,2,21/9/2023 7:06,Wise
1718,a5100 user,"It kept asking me to upload a proof of your identity but doesn’t matter what I select it just did go to the page to upload. It will just come back to this same page, asking ID issuing country and document type!",1,19/9/2023 15:39,Wise
1719,aryanikho,Been 3 years using this app easy and fast .,5,17/9/2023 3:04,Wise
1720,Guida Raghu,Good option,4,16/9/2023 7:56,Wise
1721,hazel0779,"I have been using wise for a few years. The rates are good, better than what my bank offers and it’s easy to use too.",5,13/9/2023 14:07,Wise
1722,Henry Ng TC,"First timer money remittance from this app. Easy to use, convenient and fast transfer. Love this app!",5,12/9/2023 7:03,Wise
1723,Juntaras,"I started to use this app 3 months ago, it works very well. I used the card in different countries and I don’t have any problems, the rates very good compared to other apps. I also transferred money back to my bank account from different countries I got it same day. So far so good.",5,8/9/2023 2:33,Wise
1724,Jackie TBC,It’s great! Now I can use this card to send money to my kid who is studying overseas!,3,7/9/2023 3:17,Wise
1725,Naveen Manimaran,Very very bad,1,5/9/2023 16:49,Wise
1726,Cool cycle,Why still using the old style if these can be direct open the bank apps. Much more easy. The bank apps also ready have the secured measure to log in.,2,29/8/2023 14:17,Wise
1727,MSB-mosaba,Convenient without much hassle,5,28/8/2023 4:43,Wise
1728,Rich Peg,Super efficient and super fast money transfer with good exchange rate and easy to use. Love this app :smiling_face_with_heart-eyes:,5,27/8/2023 13:17,Wise
1729,Pv55,Really good app for multi currency use.,5,27/8/2023 1:41,Wise
1730,Super duper annoyed,"Singaporean here. Somehow on the app I couldn’t retrieve my Singpass info for identification so I couldn’t proceed with sending money. The alternative would be to manually submit my documents and wait for a few days, which I couldn’t as I needed to transfer asap. The Singpass retrieval only worked when I did it on browser. It’s a pity as everything else on the app seems quite seamless and pretty.",2,26/8/2023 12:56,Wise
1731,DrCiKen,"Send money very fast,i also love this app",5,24/8/2023 10:33,Wise
1732,thanhbinh051,"Easy to use, good quality but the fee is quite high",5,24/8/2023 2:21,Wise
1733,thohongoc,"I got best rate, fast and secured remittance.",5,23/8/2023 14:34,Wise
1734,codered1603,Convenient to have several major currencies in the digital wallet. I can exchange at a good rate and keep in the other currencies for my overseas travel spend.,5,20/8/2023 23:26,Wise
1735,bgsave,:thumbs_up:,5,19/8/2023 6:38,Wise
1736,waste-time,"Trying to apply physical card, but after log-in Singpass, it doesn’t direct.back to apps, no matter how many times tried, can’t proceed. Waste of time!",1,18/8/2023 12:21,Wise
1737,Chloe MJ,The exchange rate is incomparable to other platforms and the whole process of transaction is really fast.,5,14/8/2023 2:07,Wise
1738,Sunny TWH,I am very satisfied with the fast transfer speed and high exchange rate.,5,13/8/2023 3:26,Wise
1739,humphri,Super efficient and easy to use.,5,10/8/2023 23:47,Wise
1740,Fadhli7,"When i first started using it, the rate was better if not as good as money changer’s rate. But now it seems to get lesser than money changer. Eg. money changer get Rm 340, wise will get 339. It may be small but if u change in bigger denominations then it may matter.

On the other hand, the UI is good and easy. However it would be great if we can set the foreign exchange rate graph to multiple countries instead of 1 at a time.

Other than that all is good!",4,10/8/2023 3:27,Wise
1741,AGR55691,"I absolutely love the wise app, how easy it is to transfer money and track expenses — it’s allowed me to go many places because of it. Thanks!",5,9/8/2023 2:02,Wise
1742,Wong Jace,Very safe n fast transaction. :thumbs_up_light_skin_tone:,5,8/8/2023 8:57,Wise
1743,happy cst,"Convenient, money saving, stylish… why aren’t more people using this?!",5,5/8/2023 5:24,Wise
1744,melvinrzr96,It provides us a way to make a oversea transfer more easier and faster with best rate!,5,5/8/2023 3:41,Wise
1745,Sowmen Rahman,Every step of the process starting from signing up to account & personal identification verification was very smooth. Transfers from the Wise account arrive on time and also under 24 hours no matter the transfer amount. It’s truly a lifesaver for me!,5,2/8/2023 15:43,Wise
1746,cheong FM,Very fast transaction!,5,31/7/2023 0:41,Wise
1747,gwendolen20,I paid for the wise card and the money was deducted from my account. But the card never was never received.,2,26/7/2023 7:34,Wise
1748,ểi,"I did not receive the money when the transfer was successful. The money in the bank account has been deducted and the system has successfully transferred, but it has been more than 24 hours and I still have not received the money into my account.",1,25/7/2023 0:38,Wise
1749,2912lynn,"Love wise app,highly recommended :thumbs_up::thumbs_up:",5,22/7/2023 17:55,Wise
1750,Edith Kuan,Can anyone of Wise customers service member can reply my refund request? I had been waiting for 2 weeks. And also I submitted all of my bank accounts details to make the refund. But no one had give me any response.,1,15/7/2023 5:29,Wise
1751,Engp6006,"I made a transfer of £300 to my son in the UK from Singapore. They paused the transfer citing regulatory checks. Wise kept my money for more that 8 days without completing the transfer. Till date, the transfer has not been completed. I am worried about my money now. Please be careful when you use Wise. Their customer service is bad as well.",1,13/7/2023 1:48,Wise
1752,NicoleOMY,Better than my native banking app - UX and price wise and app performance. Wished I started using earlier.,5,11/7/2023 14:39,Wise
1753,vjsvk91,"Best option for frequent international travelers. 

Transactions are instantaneous. Best exchange rates, hands down.

Seamless ux.",5,10/7/2023 16:29,Wise
1754,jayakhanthan sathivel,"I‘m using the transwerwise service for 3 years now. Last week i made a transaction and the money was not transfered and showing the pending status. There is no support and I‘m not getting any visibility. 
Now I‘m really suspicious about the service and scared to use the service in future with big amount.",1,10/7/2023 3:58,Wise
1755,becky163926252,"Unable to verify my identity using singpass, as the app exited on its own everytime I tried to verify",3,9/7/2023 9:05,Wise
1756,suneel86,"All good , just that faceid needs to be enabled for app also although transaction based faceid security is already there.",5,9/7/2023 0:39,Wise
1757,Halimc🍎🍯🍭🍬,Easy and fast. Clear navigation,5,8/7/2023 1:53,Wise
1758,khoots14,Bad as added money in my wise account at 8.53am. Only manage to see my money in my wise account at3.57pm,1,6/7/2023 8:12,Wise
1759,keat chong,Fast and easy,5,5/7/2023 2:57,Wise
1760,steveawsum,"When I tried to scan ID to get the card, it always displayed ‘oops something’s wrong’
Nothing done about it.",1,4/7/2023 10:22,Wise
1761,Rostosius,"Easy to send Money to Indonesia, good rate, acceptable fee. Veey convenient! Highly recommended app.",5,3/7/2023 6:20,Wise
1762,Guruora,Simple and Brilliant,5,2/7/2023 3:13,Wise
1763,PenqueenD,"This app really solved a pain point in the overseas transfers process and met a demand previously unsolved. The app not only registers a large number of banks for account set up, and also integrates with payment options like pay now. I would use this for any overseas transfer.",5,27/6/2023 13:14,Wise
1764,heward2003,"Transfer wise would be my to go and my recommendation to all my friends when it comes to cross border payment and shipping, it really saves me a lot of time, and cost too!!!",5,26/6/2023 16:00,Wise
1765,Ashleyklv,Love the simple user interface and many top up options available. Easy transaction via your preferred mode of payment. Highly recommended!,5,25/6/2023 6:01,Wise
1766,Beautifulstranger8,Usually it never takes this long to transfer the money. So inconsistent process,1,20/6/2023 11:07,Wise
1767,Ateet Indian,Quick and easy to use.,5,14/6/2023 5:54,Wise
1768,Thuong_James,The rate is nice!!!,5,13/6/2023 3:08,Wise
1769,usanku,It is fast response once credit money.,4,11/6/2023 5:25,Wise
1770,NormanQW,"Used to be good, can’t even do a basic transfer now",1,10/6/2023 13:08,Wise
1771,Sharon lizard,The money receive instantly ! So amazing ! Thanks wise,5,7/6/2023 6:08,Wise
1772,Vonnie2012,What I love about this app is that every action I made on the app is so transparent & clear! Love how easy to view and easy to manage my spending from the balance I have (instead update),5,6/6/2023 14:53,Wise
1773,Carl G UK,The UI just works with everything in the right place making ever transition simple and it just works every time. My go to app for international transfers. Thanks Wise Team :clapping_hands:,5,5/6/2023 15:55,Wise
1774,Thesethingss,Great app and easy to use. Would be a bonus if there was an option to choose the colour of the card. It’s only available in white if you’re in the UK. Default is green.,4,4/6/2023 13:36,Wise
1775,237444778,"App is great, very clear cut and user friendly",5,3/6/2023 17:07,Wise
1776,Ericfrench,"One day after 6 months using Wise, Those guys blocked the transfer that was supposed to be paid to me for my appartment rent in UK and hold my money stating that I may breach international laws. Whaaat? crazy ! 
Stay away",1,2/6/2023 16:32,Wise
1777,Josephtan,Easy and transaction is fast. Most important is reliable.,5,2/6/2023 3:03,Wise
1778,Ravi Mishra SG,"Wise is a remarkable financial platform that combines incredible speed with uncompromising safety, enabling to send and receive money across borders with utmost confidence.
With Wise, transactions zooms across the globe at lightning speed, while stringent security measures ensure that your funds remain protected every step of the way.",5,1/6/2023 1:46,Wise
1779,iCroos,"Exchange rates are competitive but lore importantly, such an easy and seamless UX to work with",5,31/5/2023 4:56,Wise
1780,najib600,So good and faster,5,31/5/2023 3:02,Wise
1781,Chanmega,Got to use Wise to experience the best rates for favourite currency,5,29/5/2023 4:08,Wise
1782,Mohammedadlan,Amazing such a smoothe transaction,5,27/5/2023 10:22,Wise
1783,Neekchan,Great thumbs up,5,26/5/2023 8:24,Wise
1784,disapponted user 4,Why not have the convert option on the main screen menu ? Have to hunt around for it !!,3,23/5/2023 6:15,Wise
1785,BasicBruce,"Love to the use to send cask overseas! PayNow link is super!

It is fast becoming my go to App for funds transfer!!",5,23/5/2023 2:46,Wise
1786,pinggorgor,so easy transfer,5,21/5/2023 6:36,Wise
1787,Zzbbcczz,Hard to use,1,11/5/2023 14:35,Wise
1788,ozzienanana,Wise saved me when I arrived in the UK.,5,10/5/2023 10:51,Wise
1789,bassicinstinct,I got a transferwise credit card when I had a long holiday in USA because I didn't want to pay all those conversion fees by the banks issuing the credit cards. Worked like a charm. Never had any problems. What I really liked was that I could put in USD as I required instead of having to change a huge amount at one go. It's even better now as it has virtual cards which makes so much sense if you lose your physical card or had to cancel for whatever reason. It is a different credit card though even if you find it through the same account. So I try to use virtual cards for internet shopping and apple pay. physical for places that don't offer apple pay. Also had prompt help when I once put the wrong account number when transferring money for conversion to USD. Someone rang me back within half an hour.,5,6/5/2023 15:59,Wise
1790,2BitBob,"Used Wise for a number of years now. Safe, speedy and Low fees. Recommended to family and friends.",5,5/5/2023 9:22,Wise
1791,hw12332100--,good apps but your FB Agent very damn poor,1,3/5/2023 11:07,Wise
1792,CFKCFKC,Love the foreign currency wallet feature,5,20/4/2023 3:32,Wise
1793,Jackie01810,"I came in for 200 yuan on April 12 and haven't entered the software so far, and I haven't returned the money to me. My 200 yuan has been deducted from the bank. If you see this information, please contact me quickly. Thank you.",1,18/4/2023 0:44,Wise
1794,EGRM,"Not very obvious instructions if you pay abroad, but the app is rather good.",5,14/4/2023 13:41,Wise
1795,berlink2,Best out there,5,14/4/2023 12:53,Wise
1796,vitor_ribeirobjj,The best app,5,4/4/2023 14:16,Wise
1797,Amaro0511,Very good conversion and fast transaction,5,4/4/2023 12:16,Wise
1798,Ttyy909808,"Great App to have with me when I travel because should I overspend when I am in a foreign country, I can easily top up the currency I need without hunting for a money changer. Plus the money is immediately available for me (in the local currency) to pay for my purchases.",5,4/4/2023 2:31,Wise
1799,Vikss15,You cant just rely on them. They stucked my payment and said we are running some more routine check which they could have told me in the first place so I would have opted for something else. I was in so much urgent need of that transfer and TransferWise failed very well at that time.,1,3/4/2023 11:31,Wise
1800,NIRN88,"I sent my money through Pay Now to credit my Wise account and the account only got credited 15 minutes later? Pay Now is an instant payment in Singapore and recipient will receive money in a second (immediately), but unfortunately, only 15 minutes later it showed on my wise account.  If i were doing transaction in a shop with Wise and had to wait that long in front of the cashier, it’s not good. Is this your standard turnaround time?",3,31/3/2023 11:20,Wise
1801,Ling.9528,"Super inconvenience. Need to keep repeat the problem faced, then cannot settle. Cancelled transaction. Super bad experience.",1,30/3/2023 6:27,Wise
1802,jassyboy,The best,5,28/3/2023 4:04,Wise
1803,ICan'tSee,"Please optimise, thanks!",2,27/3/2023 12:12,Wise
1804,Averlyn,My go-to every time I need to make payment in foreign currency and bank transfers are possible. Free withdrawals in Japan but it’s really costly in Thailand!,5,27/3/2023 8:14,Wise
1805,arghfu,Quick and easy to use. Competitive rates,5,26/3/2023 1:58,Wise
1806,cutecoder,"This re-brand made the app worse. It’s slower to start, slower in general, and sometimes doesn’t start at all.",1,25/3/2023 2:46,Wise
1807,Ashton0104,"First time using this app,damn it’s amazing receive money currency transfer to Malaysia account only in a second ,damn so good!:thumbs_up:",5,24/3/2023 14:13,Wise
1808,ken4scholars,I used to really love Wise back from Transferwise days but now there are more limitations in certain countries and the fees are getting higher and higher. I just started using revolute recently and their fees seem better,3,24/3/2023 3:32,Wise
1809,glhan1,"nice looking, smooth, received in seconds!",5,23/3/2023 7:47,Wise
1810,aguycalledmikewholikesthisgame,"I wish there are these features:
1. Change amount before sending
2. Checks details before sending",3,22/3/2023 0:43,Wise
1811,滕老头,super low cost super fast,5,18/3/2023 13:14,Wise
1812,RoyalGriever,Sending money to Malaysia has never been this quick and easy. Very convenient and user-friendly.,5,17/3/2023 5:20,Wise
1813,jermy1122,My funds used to arrive within an hour if not on the same day. But now it takes at least 2 days. Only saving grace is that their rates are slightly better than their competitors but I’ll jump ship if this continues,3,13/3/2023 10:10,Wise
1814,Aijomajo,Fast & easy to use. Low fees and convert currency on the go,5,10/3/2023 1:30,Wise
1815,AK.Yadav,Just like charm,5,7/3/2023 11:26,Wise
1816,fxxk the Uber eat！,"Then now i need an emergency contact and can't reach anyone?  Is this a scam company?  What does it mean that this happens as long as the remittance exceeds 1,000?",1,6/3/2023 12:44,Wise
1817,Haveesh2201,"Refunds, transfers, conversions are very fast and smooth.",5,6/3/2023 8:08,Wise
1818,ZffHhdFfr,Tried using this app after I tried Western Union app. Everything was set up and instructions were easy to follow . Transfer done . No hassle . 5 stars.,5,3/3/2023 14:04,Wise
1819,Dashin Raj,The transaction within few seconds. Safe and secure. Thank you for the entire team. Appreciate it guys.,5,3/3/2023 3:16,Wise
1820,Qwerfdsazxcw13,Working with wise on a card dispute and their email addresses bounces and customer support contact details no where to be seen ok website. Bad service. Decided to closing my account and find someone more reliable to partner with.,1,2/3/2023 9:42,Wise
1821,Her Kw,"Hi, i have been wise user for quite some time and associate Blue as your corporate colour.
The latest rebrand almost looks like ‘hideous green’ on a dark theme iphone. Please consider to bring back the BLUE.",1,1/3/2023 14:41,Wise
1822,derek andrei,"Fast, hassle free. Trustable website to remit",5,23/2/2023 8:23,Wise
1823,nnicalafee,Switched to this from Iremit and I can say that I feel safer sending money!,5,20/2/2023 13:51,Wise
1824,ikayakantha,"there is no one responding to emails or calls when needs help, your money will be gone so be cautious",1,19/2/2023 1:50,Wise
1825,Jaezglim,Fast and easy to use,5,15/2/2023 10:27,Wise
1826,zyrie.shah,"When u see the rate, yes. It is a bit higher than the rest of transfer apps. Example, wise offer 3.27 exchange rate while other is 3.24.

But.. BUT.. the one that user doesnt catch on is the fee is changing as how much u want to transfer. And yes, the fee is HIGHER price than other exchange rate. 

Not only that, the amount WISE app will take is a lot more as it will charge the amount that we sending. Meaning WISE charge... fee. Charge how much we sending. 

NOT RECOMMENDED!",1,14/2/2023 23:44,Wise
1827,стулентка 123,"I sent money, they canceled it and didn’t return my money to me. I lost 500$ and already one year past they don’t care and did nothing just emails.",1,14/2/2023 11:24,Wise
1828,TT Ian,Pls fixed the home screen graph currencies chart.it can't edit to different others countries. It's keep maintain in india currencies chart.,2,8/2/2023 14:28,Wise
1829,truecommentfound,"The transaction time taken is getting worse. App shown should received in a second, and yea, after whole day waiting, no update at all.",1,7/2/2023 14:32,Wise
1830,Karthikvsho,Fast transfer with in 24 hrs,5,7/2/2023 9:42,Wise
1831,star cool stable bones s,Easy transaction,5,4/2/2023 1:20,Wise
1832,Kebab Slayer From The East€,Very very efficient definitely better than paypal,5,30/1/2023 5:57,Wise
1833,Usa98,I have been using Wise app for various international transfers and I am amazed with the rate and speed this app offers especially from USD to SGD. it takes only few seconds to see the credit in bank account and it used to take days using traditional wire transfers. Great app. I love it.,5,27/1/2023 7:15,Wise
1834,tvwannabe,"Realized old iPhone on ios12 cannot view account balance anymore 

Why is there a change to force to ios14?

Other banking app do not have such issue

Pls fix!",1,26/1/2023 9:51,Wise
1835,Zwliong,its really slow,1,20/1/2023 0:34,Wise
1836,HoneyWin18,"I was receiving my salary via wise and kept USD as I needed to move other country with study permit. Then wise virtual card is available and then I started to pay my University fees via there. A few days later they informed that my account will not allow to receive money or pay and this decision has been made with no explanation. So what’s the purpose of your platform for? Getting people money, freezes with no proper reason. This platform will not last longer. Scumming a lot of people money when they go a lot in their wallet and freezes without proper reason",1,18/1/2023 23:43,Wise
1837,Sayakamu,"Dont do the transfer on weekend, coz you only receive it on Mon morning.",1,15/1/2023 23:04,Wise
1838,Nicole Patchaneeya,Just sent money in 3 mins. Awesome!,5,15/1/2023 9:53,Wise
1839,Burgerayam,Managed to transfer fund to my overseas accounts within minutes for the past few transactions!!!,5,14/1/2023 4:07,Wise
1840,khengwei,I transfer the money now and receive it the next second in my destination account in foreign country!!!,5,13/1/2023 10:17,Wise
1841,winstonhlng,Money sent took 2 days to be credited. Primitive system compared to Revolut,1,10/1/2023 8:22,Wise
1842,Srhlin,Fast and convenient,5,9/1/2023 11:01,Wise
1843,Putra Muzhafar,Been using Wise since it started and i’ve had no doubts they’re the best. I travel often and the number of currencies this app has suits my needs. Love Wise every inch!,5,7/1/2023 8:55,Wise
1844,Setuffo,Fast transfer especially urgent used,5,3/1/2023 6:32,Wise
1845,juanliy,快:thumbs_up_light_skin_tone:,5,3/1/2023 4:05,Wise
1846,Deenstarr,Good app . Easy to manuver,5,28/12/2022 16:04,Wise
1847,cat shelter,"If we need to pay our overseas suppliers urgently or need to send money to families urgently. Please refrain to use this apps. 
This apps will only arise trust issues business partners and family.",5,27/12/2022 8:21,Wise
1848,Mynameisayu,"Monthly sending to family back home, never been this easy! As long as i sent from same registered bank account, no problem at all every single month. And just now i receive $150 because 3 people who join Wise using my referral made transaction @$250 :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:",5,22/12/2022 5:29,Wise
1849,shimura1,The best money transfer with low fee you can use at any country,5,21/12/2022 10:47,Wise
